FamilySupportScore,WorkFamilyConflict,Sleep,JobStress,Role
28.90247531,10.09396205,8.437124827,30.88334297,IC Role
29.77859858,19.40901131,8.175371744,28.09022617,IC Role
33.10422724,20.13363109,7.046926972,33.57036455,IC Role
33.4180917,14.21203642,8.24401536,25.87338692,IC Role
39.42076538,27.12774497,7.228638982,34.00097538,IC Role
35.67051073,27.57286056,8.626233933,26.38088284,IC Role
19.90909216,29.28217698,7.617436978,33.94425425,MANAGER
25.70474192,30.59108944,7.162979913,38.03307651,MANAGER
26.45555925,31.65611816,6.09171168,23.58385914,IC Role
34.17637697,18.96198883,8.44483514,21.37011784,IC Role
27.24555984,16.08334689,8.505098074,23.56012921,IC Role
26.29038137,15.0674851,6.995566782,31.77120162,IC Role
35.42029247,25.09115195,8.614919019,23.2334667,IC Role
28.93356984,26.64560408,4.817565995,25.89443995,IC Role
32.21451681,19.82730762,8.275153984,35.288156,IC Role
18.84453249,20.75604653,7.373047369,34.91158691,IC Role
37.27070929,18.34282149,8.881288847,37.07151973,IC Role
34.05237421,24.24161482,5.253300688,25.91416586,IC Role
31.61414753,23.95195624,7.26794052,16.92575427,IC Role
26.89936308,24.5610759,7.063752192,24.57997897,IC Role
27.23338235,22.97967853,7.216514937,28.45449472,IC Role
30.5816422,23.73549869,5.012185453,33.41768072,MANAGER
30.0297046,39.95089775,5.830220956,33.95486506,MANAGER
40.68287975,29.51116618,7.651356596,26.92050859,MANAGER
31.02447012,14.88709217,6.710847609,36.66525324,MANAGER
40.95593857,19.37076789,5.189083734,25.97279095,IC Role
33.83096203,21.70525626,6.63735514,30.33082837,IC Role
35.2248263,24.34649063,8.873959297,20.72136097,IC Role
30.8101877,32.64996756,9.249670595,26.05604251,IC Role
32.0471556,25.24789546,7.975900113,25.88197399,IC Role
32.42189143,20.23358631,6.41363345,30.7752948,IC Role
15.43138051,24.59298115,6.143721034,15.9402456,IC Role
26.30114813,20.60214453,6.755673762,28.83588477,IC Role
19.04862189,24.73914437,7.699098085,32.91507846,IC Role
22.47121078,29.96804584,7.84610896,23.82650074,IC Role
30.04017931,30.57150269,5.449807579,33.05721642,MANAGER
24.4846272,25.08958471,4.749741354,25.88713925,MANAGER
29.49528555,35.43849634,6.270975296,32.40543022,MANAGER
23.31720843,29.09057212,5.741299159,19.53279353,MANAGER
26.82259103,20.62142347,5.449670096,26.62529272,IC Role
41.37370383,22.76321474,6.492668493,25.650301,IC Role
27.91671054,15.18173967,6.482832415,18.81616867,IC Role
30.65648216,25.37264672,4.668480977,19.4870119,IC Role
24.05560839,26.19266799,8.181404509,23.5160011,MANAGER
28.1122824,14.46074938,6.487537295,24.66626028,MANAGER
29.60714836,25.30885569,7.87825537,36.78035467,MANAGER
29.46112856,25.54482201,7.333841204,19.55800188,MANAGER
27.53743336,30.6352122,6.492411721,33.90904947,IC Role
26.18474986,16.28839019,8.350028496,12.95177947,IC Role
18.46161316,24.63206362,6.000574768,14.69180797,IC Role
17.7011826,15.80422965,8.037981536,23.88483203,IC Role
32.49461713,32.98823952,7.031591506,26.24659631,IC Role
26.45913365,33.83193248,9.346577787,27.40581357,IC Role
34.36552756,16.32749806,8.955122591,31.10315758,IC Role
17.52184422,29.97831271,7.672831693,23.24121714,IC Role
30.44838257,26.37976541,6.849633881,36.812717,IC Role
24.22823477,20.81451824,5.503676838,36.34499193,IC Role
28.34929724,24.87809397,8.0703941,31.21069191,IC Role
31.76681146,27.34199922,5.764038275,30.48110887,IC Role
34.12373244,26.49800951,7.934839892,34.20644498,IC Role
32.64873299,18.93864307,5.230591204,32.38317348,IC Role
30.89823837,28.78645488,7.549670444,25.7140928,IC Role
36.24247837,18.45412037,8.337247139,31.8983237,IC Role
18.04222758,27.62912983,6.890658326,21.05910403,IC Role
40.39402015,25.43524361,6.764417873,30.66749363,IC Role
28.33349236,20.74288122,7.375884466,25.13239228,IC Role
33.73139588,29.28883489,9.900353155,27.59931619,IC Role
22.88105723,26.5562743,5.43330805,20.03196346,IC Role
18.60498187,27.29638577,7.315732154,32.5044718,IC Role
26.29791628,19.99691494,8.09320644,33.51750303,IC Role
29.57648128,24.76016898,5.444194592,28.15598294,IC Role
29.35587399,16.85414176,6.584277696,19.80430736,IC Role
22.67168028,29.34759318,7.699999405,35.54726599,IC Role
36.81036109,24.42504141,6.247876454,35.24924615,IC Role
24.66399277,31.72561604,7.666896603,30.02551548,IC Role
35.68045275,16.68104662,8.237184779,37.57714826,IC Role
21.89882617,27.42267135,7.170173149,26.36725086,IC Role
27.57839643,25.51408964,7.429594773,23.52277988,IC Role
34.7939377,29.30543607,8.195270393,28.50377741,IC Role
31.16028683,26.91596024,9.401345406,30.70280057,IC Role
29.93443184,23.81997555,7.179442661,26.66512207,IC Role
37.69145503,27.32531912,5.9472203,32.5010624,IC Role
32.76415139,32.62922376,7.141768358,29.41352668,IC Role
21.65132052,22.21948912,6.602332438,25.76632339,IC Role
28.77381704,28.22497864,9.987846873,28.91226809,IC Role
32.96060773,22.10142412,8.843006496,20.62092379,IC Role
13.32962247,20.43145205,6.873541259,23.71295882,IC Role
43.95269113,29.32463349,8.718735603,25.99460318,IC Role
29.10259193,20.75061939,7.370704214,23.03025687,IC Role
34.57381716,25.38696105,4.045838626,23.0062154,IC Role
22.81266856,23.85144189,7.886447174,37.48915616,IC Role
27.38154268,26.97509592,8.103326249,26.56342063,IC Role
26.45426687,13.71850966,8.344617699,32.39652379,MANAGER
27.83842058,21.8596858,7.369243766,29.71349098,MANAGER
37.63901459,28.11139455,5.780377031,26.57712528,MANAGER
30.67014841,24.06389579,6.566321428,25.48477331,MANAGER
34.00592394,31.24913853,5.763833387,31.59567115,IC Role
36.90536317,24.79755504,6.830991339,32.85886651,IC Role
37.34298502,23.09766559,6.264127645,24.51947156,IC Role
28.05279662,19.61228662,6.726843388,24.60740322,IC Role
27.59566673,16.66365361,7.947419154,23.25795775,IC Role
33.30059288,22.01369557,8.414988962,27.19899107,IC Role
30.69237709,11.5775006,10.12477563,20.61507191,IC Role
36.76333197,9.088429178,7.437501381,25.46092974,IC Role
14.44775135,23.95151994,8.1977736,34.27760484,IC Role
31.82234679,15.72314211,8.067772351,21.16982707,IC Role
39.05271116,27.51809193,8.297382742,26.28455924,IC Role
24.16197115,16.67174923,5.509830358,28.13572218,IC Role
32.10206889,16.31782213,7.701512793,19.39678023,IC Role
27.44315647,19.18908732,7.588659781,31.71198222,IC Role
22.16819317,33.14406662,8.423213878,34.29553067,IC Role
25.35814594,26.56675593,8.255941025,27.59708235,IC Role
30.88699682,24.29483759,7.740187592,32.95672006,IC Role
28.50321633,25.96071487,7.183850596,22.40330727,IC Role
26.8034162,33.42163321,6.429515612,29.10244925,IC Role
44.67759087,23.29322647,6.716586129,28.16587278,IC Role
29.09312371,33.83955609,5.883580532,27.57983738,IC Role
26.62136701,18.18820614,6.667379992,20.19139725,IC Role
30.0998156,30.93311443,4.53668178,29.64136814,IC Role
32.73074029,14.97949817,8.391240154,24.11876855,IC Role
27.84633793,26.82475546,9.968617019,34.82557671,IC Role
25.05307192,16.69767244,8.327705806,20.83666103,IC Role
18.50884851,30.12496922,7.444862398,28.4539903,IC Role
16.51124537,29.97531014,7.430278671,32.67645135,IC Role
22.45986384,28.05703165,7.614500057,31.50445803,IC Role
24.75413354,29.66069142,8.853562337,23.13814632,IC Role
34.09188006,27.28540961,7.466056017,34.53161104,IC Role
17.73703562,28.42451489,4.895286457,21.19494885,IC Role
34.83583168,17.91704898,9.043141775,17.0363302,IC Role
24.53858931,17.34573387,9.037403739,12.77577754,IC Role
37.70617307,20.82633622,6.986092628,28.4083722,MANAGER
30.6198752,31.39742168,8.833262208,31.39923304,MANAGER
36.40181599,42.11562788,8.597795845,31.11409304,MANAGER
31.86509641,19.40485267,6.495256,20.55645758,MANAGER
31.67036257,30.18685606,7.588245344,27.52813583,IC Role
19.93647472,28.96956977,6.760647675,36.01878473,IC Role
23.75738634,35.90251322,7.193048907,29.05356089,IC Role
26.99974673,19.32396107,6.449950584,31.07021644,IC Role
21.42055201,27.48863152,7.749505845,26.19847903,IC Role
29.73487601,34.36549937,7.665327949,29.32483891,IC Role
28.3642118,21.5672328,7.835546361,23.63308928,IC Role
32.97981699,20.89492953,8.063648285,23.9821314,IC Role
28.23725545,31.26406762,5.314784206,29.92184719,IC Role
31.58365359,27.5596486,6.061131968,39.20471002,IC Role
36.8672844,35.70547987,5.495274742,24.13002359,IC Role
36.09163623,27.19852007,9.61463617,34.25968458,IC Role
29.11803131,32.66875203,9.168075521,13.13059954,IC Role
38.6267198,19.6920223,8.083844476,23.77088207,IC Role
24.12095034,18.65374844,7.137583441,23.16075172,IC Role
33.19386671,32.07820021,5.963274942,14.33450842,IC Role
35.53336007,30.31822185,9.210936223,25.34347637,IC Role
28.758991,32.65306986,8.430613798,19.98326965,IC Role
35.89394579,17.50570194,7.037588125,24.69788165,IC Role
28.2368275,28.50111085,5.355152946,32.97745696,IC Role
37.50240447,21.40168389,7.558959988,25.74494426,IC Role
32.06894059,24.49693227,6.720051882,26.31479722,IC Role
30.42341191,36.24818134,6.961372605,22.69630785,IC Role
30.47335535,23.86000434,8.193881439,23.70207989,IC Role
35.5162525,31.11578309,7.415109394,29.61892187,IC Role
25.45659592,30.37272235,7.538663498,33.22410542,MANAGER
17.61342083,36.41319952,5.072722065,29.01463372,MANAGER
19.65708139,27.70549953,5.955499361,27.72242546,MANAGER
14.1806256,24.8031928,6.376427309,33.23063703,MANAGER
34.51850695,7.169576874,9.132434819,31.22793677,IC Role
28.11784037,15.93000041,8.418796584,27.64493087,IC Role
24.19306876,28.03517692,6.789379379,22.63815844,IC Role
28.71131123,27.29548073,6.882334658,35.80521131,IC Role
27.53696764,20.37388142,8.136858869,31.35356906,IC Role
27.40109213,22.82500731,8.981908703,31.02623713,IC Role
28.08509512,13.00582983,7.827573131,29.71938229,IC Role
41.77599243,18.1886686,7.835347961,29.29982213,IC Role
33.89635671,18.99093374,7.366157699,29.74419722,IC Role
41.38013522,23.70303148,5.42756388,27.78667306,IC Role
29.86433253,14.08568033,6.949082421,24.29510082,IC Role
29.30856992,19.01642322,6.747634111,20.33003941,IC Role
22.46948815,30.7010523,8.519093237,29.4237618,IC Role
27.23101406,15.3544637,7.288271573,31.8544423,IC Role
29.79968849,17.8419783,5.871494653,29.09744989,IC Role
30.58088756,26.35749991,4.824276903,28.80021907,MANAGER
33.69011236,28.99227482,6.918246314,36.88738563,MANAGER
39.97851147,13.403654,7.087899614,34.45179856,MANAGER
35.17361825,23.90796978,8.087874961,28.6250697,MANAGER
20.12664559,31.9620345,6.078662366,30.86512106,IC Role
19.84939807,25.38565867,7.049176885,36.53437235,IC Role
40.07235677,32.2405079,6.883610558,20.22834994,IC Role
30.52366861,25.68841803,5.789681749,24.42872447,IC Role
24.57379082,29.61415211,8.261685731,28.73366732,IC Role
27.94338318,27.81786405,6.058390107,18.69895737,IC Role
32.53474259,14.36437566,8.038091372,17.4831477,IC Role
26.13431463,21.57957718,7.12143697,27.819561,IC Role
35.26968928,23.45555225,6.864257405,35.52020908,IC Role
35.00010106,23.59609797,9.839738312,30.86885379,IC Role
33.35608429,32.09087866,8.408553144,29.89397998,IC Role
37.54140799,26.29099186,6.971140163,33.4938402,IC Role
37.88615085,20.9964607,7.030148577,31.07423069,IC Role
34.22163027,12.54962697,9.113693655,20.64288481,IC Role
26.65731805,14.81050186,8.613501933,26.69362102,IC Role
23.14315121,13.6258504,9.612315444,31.2911547,IC Role
21.45985669,34.74380883,6.681069845,39.11646964,IC Role
37.97381941,27.38030118,8.378611257,21.18783365,IC Role
16.28266942,24.26323116,8.800892831,34.96426222,IC Role
35.70721678,22.31292785,9.456831404,21.51279961,IC Role
17.21633288,32.09671673,4.915107909,26.32321733,MANAGER
28.20357852,34.07239346,8.722756218,30.35176405,MANAGER
14.1343409,26.28099962,7.5246968,18.65708418,MANAGER
24.23300796,28.37455502,9.885208391,28.46962394,MANAGER
22.17172007,24.58885449,8.048025309,26.03540035,MANAGER
30.4025335,22.11843261,9.176125342,26.16228622,MANAGER
26.69380739,27.44330145,7.700889459,38.64289546,MANAGER
21.1786943,23.70977913,9.012724267,28.07227344,IC Role
22.85683631,16.38690878,8.269351951,31.51480066,IC Role
28.41750276,26.31235389,8.389227106,33.09768239,IC Role
28.18876764,19.24241326,8.384591109,21.5703641,IC Role
29.24411122,31.42760283,6.866043542,31.34146351,IC Role
35.21567894,41.46501415,6.141993914,25.61314221,IC Role
31.15419387,31.50560125,5.929405949,30.89249569,IC Role
28.65969548,34.53036559,,20.06486962,IC Role
23.75566064,23.38684675,7.844290872,25.44937781,IC Role
25.42156418,24.21674671,8.156113047,25.1283661,IC Role
35.1317269,22.5171172,6.833188778,22.19591695,IC Role
28.32023318,39.18847024,7.009604504,31.99040662,IC Role
22.65979222,21.41803276,8.627643633,23.15898837,IC Role
22.945999,32.09337055,5.094014645,24.17725631,IC Role
26.99047649,40.00108659,7.274039284,34.02729434,IC Role
21.66302496,24.1709683,7.802703476,23.20951622,IC Role
36.84308565,23.49149133,9.40313653,38.33939796,IC Role
36.62116789,35.0540608,7.563011389,38.0216604,IC Role
32.16474633,28.6471926,8.234370142,37.40183848,IC Role
31.59576006,34.55984045,7.434411533,28.06414402,IC Role
29.59857634,29.05607339,8.805456334,33.9589679,IC Role
32.11946419,35.68325666,7.57759985,21.12540807,IC Role
32.75324006,26.59486343,5.928455211,38.39168548,IC Role
34.63011914,25.52723945,7.324651633,35.99713887,IC Role
26.98586875,31.92240903,5.569358767,33.41353835,IC Role
25.53864001,38.17071018,5.916529814,36.89478305,IC Role
46.97683752,35.3432168,7.759343966,29.39453424,IC Role
22.12618089,23.20897542,6.221086818,33.28308954,IC Role
32.74562514,24.63866478,8.477404346,36.88874651,IC Role
17.91398029,38.3323078,8.948944254,30.03824955,IC Role
27.74434022,30.08409126,7.48706593,30.88945807,IC Role
38.67367675,30.37329178,6.310171068,32.23790543,IC Role
28.46702856,30.77239423,8.03635697,17.52000686,IC Role
41.79000455,22.32851816,6.467011615,32.01241447,MANAGER
33.9617433,25.89476155,6.980375364,22.26298164,MANAGER
26.1381273,19.44927832,8.395778487,13.26050643,MANAGER
33.7264921,18.65114581,7.272092367,15.60656339,MANAGER
26.59931624,5.762468921,7.361955661,23.64708866,IC Role
30.81371088,20.72508995,5.895713064,29.64577138,IC Role
32.76534517,22.56377444,8.807822573,17.99334552,IC Role
30.86366198,15.12021059,7.146693885,32.89467795,IC Role
39.36757124,24.68327393,8.657546094,30.87450337,IC Role
25.34472302,24.5944327,8.026157061,28.6162587,IC Role
32.77587732,17.41584116,7.572379819,25.64746984,IC Role
26.39387431,25.87323229,7.67190949,33.78534818,IC Role
23.58416256,29.44053754,6.522626625,30.51220974,IC Role
21.0116033,32.8088528,9.071680105,28.08926144,IC Role
18.34534802,25.36388064,5.299699746,35.21997493,IC Role
27.19218879,23.04041494,7.349349583,23.21375256,IC Role
20.04129652,19.96054921,6.033106703,31.73942303,IC Role
27.07961221,22.88453848,9.343154613,36.08532289,IC Role
25.21800903,13.68407232,6.50516822,18.56244429,IC Role
38.17534109,21.23404765,5.605566034,15.62016924,IC Role
32.26162699,14.42523353,7.624848316,25.25382866,IC Role
37.65060203,31.47663278,8.117091302,23.61118708,IC Role
29.84778306,21.50239287,9.334176765,29.87510937,MANAGER
35.48114172,28.57488012,7.747105929,31.2100379,MANAGER
18.55172347,27.21149895,7.557860603,24.27108984,MANAGER
17.14585218,31.34014753,5.384227272,29.47836659,MANAGER
27.97578421,35.11359292,5.882403185,26.7901791,IC Role
33.09604844,39.66764481,8.717976114,40.98178879,IC Role
17.26802454,33.6418155,7.337030262,34.13337782,IC Role
32.78051595,19.90841034,7.705133704,36.06661687,IC Role
12.67729705,19.15554416,7.237407295,41.83839137,IC Role
26.52753638,24.75803969,8.516880192,26.04111645,IC Role
24.427533,14.69442846,7.323990981,24.83947203,IC Role
26.68601078,21.04747953,7.747663052,27.88845798,IC Role
19.01830431,26.65119472,9.205167389,29.69904028,IC Role
12.12197703,29.77982719,10.95266413,36.82596289,IC Role
25.76211169,40.63349463,9.037072313,23.06159015,IC Role
18.83923261,15.60997323,5.296967584,33.46275415,IC Role
20.61763101,37.30483115,6.713176707,25.09209515,IC Role
21.00387802,16.84025999,5.975593823,28.41746417,IC Role
17.87152104,16.8501291,3.8133288,18.61327581,IC Role
25.61153324,21.554883,7.87284764,23.35699326,IC Role
26.48455373,12.38209367,6.392216557,16.12890377,IC Role
21.09378843,21.31042104,5.910051663,24.04156664,IC Role
25.12118496,16.20748795,6.397897789,19.72290959,IC Role
26.28049996,25.11602191,6.643273832,24.21848277,IC Role
22.74430709,18.72722854,4.795666788,18.50769741,IC Role
35.85886998,30.73476863,7.753128076,30.50571168,MANAGER
22.43748757,33.29852894,8.575726112,24.58774887,MANAGER
28.61037587,19.32789444,6.854994981,29.08830202,MANAGER
30.09762153,31.84914528,6.574330895,24.7152813,IC Role
19.39099212,28.71476242,7.008307083,41.45018018,IC Role
30.9626461,32.86527348,7.845787529,22.2308634,IC Role
23.62765749,33.08260571,9.079829964,26.91983329,IC Role
31.38827784,15.96187548,6.7920712,25.04247912,IC Role
30.83306851,25.00662865,7.184037862,28.14309789,IC Role
30.57531106,28.15764827,6.974351345,31.19995642,IC Role
32.61706528,23.21974087,8.084894636,28.24030559,IC Role
29.50075442,22.15197159,8.062219012,30.83136392,IC Role
28.63145971,18.30505379,8.46146234,26.64836488,IC Role
23.42303921,16.17494629,5.835167837,20.4007045,IC Role
31.47899438,36.50931734,5.909374327,34.08738709,IC Role
20.97750516,24.18895881,6.74454459,33.11256105,IC Role
27.41341217,32.75147357,7.171087568,33.39120014,IC Role
19.15802332,26.67740102,6.83540357,26.79707353,IC Role
38.84546891,24.43406872,9.070258508,26.23337504,IC Role
32.89838685,14.37592904,6.990829221,23.71099436,IC Role
28.22484628,15.98397677,8.3880125,22.14293237,IC Role
31.4745799,14.25117214,7.53145463,21.97404236,IC Role
33.02496579,22.07350194,7.631065184,22.85838155,IC Role
28.15574071,19.33564096,6.382510079,25.21320178,IC Role
30.54722839,17.41292052,7.671651325,26.44228797,MANAGER
39.3791025,16.16626783,7.045797754,27.89694367,MANAGER
29.48947598,22.9515458,6.802852922,38.70112108,MANAGER
29.69372209,29.5237796,7.041480993,26.76606266,MANAGER
27.84771516,22.06485915,6.753774199,33.60191354,IC Role
34.70841159,21.18542929,6.394950346,26.34693188,IC Role
27.95242406,25.99392956,7.632169548,24.26886969,IC Role
33.42961439,19.64121355,8.455274732,26.93971068,MANAGER
33.6736425,15.41613602,7.848120472,40.42538252,MANAGER
31.89347275,17.58761873,6.46725131,20.51157162,MANAGER
28.0248855,19.97978848,5.70483062,26.85243029,MANAGER
24.8040788,19.54829027,7.883707473,32.84678529,IC Role
20.41606468,29.69918436,6.486338733,27.92329048,IC Role
42.55217779,24.83617843,9.321117742,33.55021123,IC Role
40.16924543,21.16714334,6.920926802,25.80656693,IC Role
28.17134,29.5718568,8.067415498,32.15555319,IC Role
25.47027218,16.44896356,7.31794435,30.29581196,IC Role
30.8398859,17.32697298,6.217962949,27.74881422,IC Role
22.82991418,10.67414035,8.706432704,24.06249645,IC Role
36.32898837,19.23705091,7.5542196,28.7565554,IC Role
18.46960257,20.36332132,7.996834052,24.43191002,IC Role
26.44408261,17.62092061,6.702927688,31.9252216,IC Role
25.05945997,21.53243303,8.164270024,23.55802705,IC Role
33.03110403,23.71134828,7.58016909,33.79181246,IC Role
24.15715895,23.84004121,6.336182986,29.10695376,IC Role
24.44947287,18.96537689,8.856671046,23.53894836,IC Role
32.49369468,20.60965813,6.355972851,35.69585085,IC Role
35.13244417,14.78794932,6.118753502,30.33712183,MANAGER
27.75546226,28.20515567,6.575814118,29.74718349,MANAGER
30.89003282,18.44906233,8.175301637,23.86028052,MANAGER
33.40000646,15.77054399,9.019779195,26.18467426,MANAGER
